time(YYYY-MM-DD-HH);1-hour mean wind speed at 90m(m/s);Significant wave height(m);Zero-up-crossing period(s)
2014-11-04-17;6.0881;0.8799;4.0625
2014-11-04-18;7.5857;0.9373;3.7223
2014-11-04-19;8.6944;1.0249;3.5552
2014-11-04-20;9.6324;1.1243;3.5845
2014-11-04-21;10.0607;1.2068;3.7080
2014-11-04-22;9.9771;1.2465;3.8128
2014-11-04-23;9.3902;1.2401;3.9149
2014-11-05-00;8.8009;1.2112;3.9942
2014-11-05-01;8.2271;1.1773;4.0674
2014-11-05-02;7.6481;1.1455;4.1546
2014-11-05-03;6.7690;1.1163;4.2708
2014-11-05-04;6.2051;1.0943;4.4326
2014-11-05-05;5.6047;1.0817;4.6012
2014-11-05-06;5.0061;1.0777;4.8147
2014-11-05-07;4.4650;1.0829;5.0926
2014-11-05-08;4.1521;1.0973;5.3812
2014-11-05-09;4.3710;1.1186;5.5823
2014-11-05-10;4.6284;1.1417;5.6783
2014-11-05-11;4.9422;1.1626;5.6679
2014-11-05-12;5.0144;1.1785;5.6428
2014-11-05-13;4.6006;1.1876;5.7278
2014-11-05-14;4.0130;1.1916;5.8995
2014-11-05-15;3.8106;1.1937;6.0245
2014-11-05-16;3.1000;1.1946;6.1478
2014-11-05-17;3.1423;1.1942;6.1946
2014-11-05-18;3.1463;1.1925;6.1884
2014-11-05-19;3.3813;1.1907;6.1451
2014-11-05-20;3.6906;1.1915;6.0693
2014-11-05-21;3.6059;1.1980;6.0041
2014-11-05-22;3.5688;1.2097;5.9561
2014-11-05-23;3.2269;1.2204;5.9191
2014-11-06-00;2.5484;1.2219;5.8798
2014-11-06-01;1.8156;1.2096;5.8260
2014-11-06-02;1.3533;1.1851;5.7622
2014-11-06-03;1.2595;1.1533;5.6974
2014-11-06-04;1.5284;1.1203;5.6397
2014-11-06-05;2.1708;1.0901;5.5962
2014-11-06-06;3.1047;1.0644;5.5687
2014-11-06-07;4.2576;1.0428;5.5353
2014-11-06-08;5.3442;1.0251;5.2704
2014-11-06-09;6.0938;1.0178;4.6197
2014-11-06-10;6.5353;1.0164;4.2646
2014-11-06-11;6.5289;1.0041;4.1667
2014-11-06-12;6.8102;0.9846;4.0556
2014-11-06-13;7.7436;0.9755;3.7735
2014-11-06-14;9.1036;0.9953;3.4762
2014-11-06-15;10.1634;1.0370;3.3934
2014-11-06-16;10.5050;1.0740;3.4399
2014-11-06-17;10.5981;1.0827;3.4818
2014-11-06-18;10.9363;1.0821;3.4454
2014-11-06-19;11.5747;1.0984;3.4257
2014-11-06-20;12.3071;1.1386;3.4019
2014-11-06-21;12.8952;1.1896;3.4192
2014-11-06-22;13.3494;1.2380;3.4791
2014-11-06-23;13.7224;1.2843;3.5288
2014-11-07-00;13.9206;1.3264;3.5776
2014-11-07-01;14.0753;1.3597;3.6136
2014-11-07-02;14.3073;1.3920;3.6373
2014-11-07-03;14.8172;1.4431;3.6824
2014-11-07-04;15.3563;1.5109;3.7414
2014-11-07-05;15.7064;1.5808;3.8060
2014-11-07-06;15.7553;1.6271;3.8666
2014-11-07-07;15.9308;1.6605;3.8962
2014-11-07-08;16.1187;1.6939;3.9197
2014-11-07-09;16.4407;1.7434;3.9506
2014-11-07-10;16.8265;1.8010;4.0268
2014-11-07-11;16.9248;1.8421;4.0756
2014-11-07-12;17.2099;1.8786;4.0970
2014-11-07-13;17.6881;1.9356;4.1271
2014-11-07-14;18.3281;2.0250;4.1728
2014-11-07-15;19.8733;2.2054;4.2303
2014-11-07-16;20.2252;2.3919;4.4430
2014-11-07-17;18.9496;2.4753;4.6688
2014-11-07-18;17.6292;2.4032;4.7536
2014-11-07-19;17.5084;2.3391;4.7117
2014-11-07-20;17.3956;2.3553;4.7323
2014-11-07-21;17.2018;2.3776;4.7786
2014-11-07-22;18.1024;2.4081;4.7107
2014-11-07-23;17.7488;2.3776;4.6873
2014-11-08-00;17.9153;2.3211;4.6126
2014-11-08-01;18.0486;2.3082;4.5752
2014-11-08-02;17.8860;2.3007;4.5814
2014-11-08-03;17.9821;2.3153;4.5941
2014-11-08-04;18.1622;2.3568;4.6257
2014-11-08-05;17.9520;2.3845;4.6816
2014-11-08-06;17.4026;2.3797;4.7480
2014-11-08-07;17.0714;2.3780;4.8343
2014-11-08-08;17.5997;2.4497;4.8879
2014-11-08-09;16.7970;2.5035;5.0294
2014-11-08-10;16.0942;2.4858;5.1341
2014-11-08-11;15.4697;2.4285;5.1674
2014-11-08-12;14.3768;2.3215;5.1686
2014-11-08-13;12.9435;2.1449;5.1232
2014-11-08-14;12.8886;1.9732;4.9110
2014-11-08-15;13.4956;1.8612;4.6177
2014-11-08-16;13.4058;1.7771;4.4314
2014-11-08-17;13.0891;1.6876;4.3152
2014-11-08-18;11.8023;1.5690;4.2836
2014-11-08-19;11.3617;1.4546;4.1873
2014-11-08-20;12.2037;1.3989;3.9567
2014-11-08-21;13.6392;1.4236;3.7510
2014-11-08-22;13.2243;1.4108;3.7810
2014-11-08-23;13.2680;1.3802;3.7550
2014-11-09-00;13.0573;1.3472;3.7249
2014-11-09-01;13.0359;1.3165;3.6834
2014-11-09-02;13.4285;1.3140;3.6345
2014-11-09-03;13.8649;1.3363;3.6096
2014-11-09-04;14.3030;1.3714;3.6079
2014-11-09-05;14.5408;1.4084;3.6331
2014-11-09-06;14.6892;1.4356;3.7067
2014-11-09-07;14.9211;1.4706;3.7394
2014-11-09-08;15.0463;1.5055;3.7787
2014-11-09-09;14.7803;1.5183;3.8226
2014-11-09-10;14.4089;1.5069;3.8478
2014-11-09-11;13.9861;1.4799;3.8559
2014-11-09-12;12.9244;1.4132;3.8624
2014-11-09-13;12.2278;1.3337;3.8025
2014-11-09-14;11.8128;1.2649;3.7381
2014-11-09-15;11.9319;1.2266;3.6590
2014-11-09-16;12.2270;1.2291;3.5752
2014-11-09-17;12.2851;1.2479;3.5665
2014-11-09-18;12.2501;1.2675;3.5992
2014-11-09-19;11.5647;1.2575;3.6638
2014-11-09-20;10.7934;1.2211;3.7096
2014-11-09-21;10.8838;1.2043;3.6834
2014-11-09-22;10.8268;1.2060;3.6753
2014-11-09-23;10.3232;1.1969;3.7188
2014-11-10-00;10.5809;1.2018;3.7084
2014-11-10-01;11.0876;1.2376;3.6830
2014-11-10-02;11.7220;1.2989;3.6900
2014-11-10-03;12.4051;1.3796;3.7254
2014-11-10-04;12.2724;1.4377;3.8713
2014-11-10-05;13.2091;1.5257;3.9164
2014-11-10-06;12.6089;1.5776;4.0918
2014-11-10-07;12.4010;1.5807;4.1578
2014-11-10-08;12.2799;1.5690;4.1240
2014-11-10-09;12.2737;1.5517;4.0904
2014-11-10-10;12.6842;1.5607;4.0451
2014-11-10-11;12.5800;1.5690;4.0637
2014-11-10-12;12.5044;1.5742;4.0903
2014-11-10-13;12.4725;1.5852;4.1186
2014-11-10-14;12.7383;1.6095;4.1460
2014-11-10-15;13.1619;1.6474;4.1712
2014-11-10-16;13.4906;1.6894;4.1865
2014-11-10-17;14.2166;1.7391;4.1691
2014-11-10-18;14.5584;1.7776;4.1788
2014-11-10-19;14.5269;1.7948;4.2112
2014-11-10-20;14.5491;1.8127;4.2839
2014-11-10-21;13.3016;1.7759;4.3836
2014-11-10-22;12.3959;1.6991;4.3998
2014-11-10-23;11.6184;1.6182;4.3936
2014-11-11-00;10.9938;1.5386;4.3450
2014-11-11-01;10.9627;1.4774;4.2247
2014-11-11-02;11.0064;1.4375;4.1188
2014-11-11-03;10.1983;1.3797;4.1221
2014-11-11-04;9.1630;1.3009;4.1457
2014-11-11-05;9.1279;1.2384;4.0815
2014-11-11-06;10.5674;1.2385;3.7716
2014-11-11-07;11.1828;1.2706;3.7027
2014-11-11-08;10.5473;1.2586;3.7604
2014-11-11-09;10.2932;1.2262;3.7980
2014-11-11-10;10.7084;1.2201;3.7415
2014-11-11-11;11.0357;1.2357;3.7116
2014-11-11-12;11.3111;1.2578;3.7028
2014-11-11-13;11.9317;1.2973;3.7111
2014-11-11-14;12.4697;1.3503;3.7532
2014-11-11-15;12.5368;1.3884;3.7981
2014-11-11-16;13.2346;1.4398;3.8062
2014-11-11-17;13.8598;1.5083;3.8537
2014-11-11-18;14.0321;1.5590;3.9304
2014-11-11-19;14.2409;1.5992;3.9772
2014-11-11-20;14.7353;1.6528;4.0029
2014-11-11-21;15.2248;1.7185;4.0392
2014-11-11-22;14.6243;1.7256;4.1410
2014-11-11-23;13.6232;1.6540;4.1861
2014-11-12-00;13.1649;1.5646;4.1464
2014-11-12-01;13.9269;1.5438;4.0457
2014-11-12-02;15.1480;1.6272;3.9891
2014-11-12-03;15.0799;1.6839;4.0348
2014-11-12-04;14.1504;1.6478;4.0604
2014-11-12-05;12.9330;1.5565;4.0812
2014-11-12-06;12.1089;1.4577;4.0564
2014-11-12-07;11.7212;1.3745;3.9630
2014-11-12-08;11.5011;1.3090;3.8694
2014-11-12-09;11.3208;1.2591;3.7854
2014-11-12-10;10.5242;1.2003;3.7618
2014-11-12-11;9.6753;1.1288;3.7490
2014-11-12-12;9.1725;1.0559;3.6851
2014-11-12-13;8.8991;0.9858;3.5782
2014-11-12-14;8.7841;0.9203;3.4454
2014-11-12-15;8.6322;0.8592;3.3137
2014-11-12-16;8.2180;0.7983;3.1937
2014-11-12-17;7.8449;0.7406;3.0993
2014-11-12-18;7.3193;0.6882;3.0172
2014-11-12-19;6.6519;0.6398;2.9722
2014-11-12-20;5.9596;0.5966;2.9607
2014-11-12-21;5.4748;0.5624;2.9560
2014-11-12-22;5.3228;0.5411;2.9340
2014-11-12-23;5.5155;0.5360;2.8846
2014-11-13-00;5.8426;0.5470;2.8503
2014-11-13-01;5.9725;0.5661;2.8962
2014-11-13-02;6.1586;0.5866;2.9449
2014-11-13-03;6.6664;0.6097;2.9648
2014-11-13-04;7.0170;0.6324;2.9498
2014-11-13-05;6.6449;0.6376;2.9932
2014-11-13-06;6.0319;0.6245;3.0614
2014-11-13-07;5.4828;0.6073;3.1236
2014-11-13-08;4.9067;0.5958;3.2233
2014-11-13-09;4.3028;0.5920;3.3834
2014-11-13-10;4.0157;0.5924;3.5329
2014-11-13-11;4.1605;0.5914;3.5843
2014-11-13-12;4.4093;0.5853;3.5286
2014-11-13-13;4.7277;0.5746;3.3949
2014-11-13-14;4.6729;0.5586;3.2931
2014-11-13-15;4.4789;0.5376;3.2444
2014-11-13-16;5.1813;0.5208;3.0541
2014-11-13-17;6.1625;0.5198;2.7663
2014-11-13-18;6.5040;0.5260;2.6449
2014-11-13-19;6.4007;0.5223;2.6305
2014-11-13-20;6.4100;0.5134;2.6087
2014-11-13-21;6.5732;0.5065;2.5645
2014-11-13-22;6.7601;0.5028;2.5202
2014-11-13-23;7.0420;0.5033;2.4775
2014-11-14-00;7.6010;0.5141;2.4291
2014-11-14-01;7.9753;0.5313;2.4405
2014-11-14-02;8.1570;0.5478;2.4629
2014-11-14-03;8.4089;0.5645;2.5072
2014-11-14-04;8.9263;0.5911;2.5218
2014-11-14-05;9.6135;0.6337;2.5580
2014-11-14-06;10.0355;0.6805;2.6424
2014-11-14-07;10.1993;0.7190;2.7103
2014-11-14-08;10.6229;0.7576;2.7913
2014-11-14-09;11.3063;0.8169;2.8529
2014-11-14-10;11.9470;0.8897;2.9478
2014-11-14-11;12.5072;0.9653;3.0585
2014-11-14-12;12.7298;1.0343;3.1596
2014-11-14-13;12.6406;1.0706;3.2651
2014-11-14-14;12.6323;1.0944;3.3243
2014-11-14-15;13.0546;1.1344;3.3567
2014-11-14-16;13.8178;1.2145;3.4037
2014-11-14-17;14.9039;1.3387;3.5140
2014-11-14-18;16.1326;1.4913;3.6260
2014-11-14-19;16.1847;1.6029;3.7710
2014-11-14-20;15.9509;1.6601;3.9259
2014-11-14-21;15.8588;1.7041;4.0086
2014-11-14-22;15.7799;1.7406;4.0647
2014-11-14-23;16.0101;1.7763;4.0950
2014-11-15-00;15.6083;1.7652;4.1175
2014-11-15-01;14.4154;1.6814;4.1176
2014-11-15-02;12.8631;1.5485;4.0877
2014-11-15-03;12.1560;1.4217;4.0069
2014-11-15-04;11.7470;1.3201;3.8929
2014-11-15-05;11.5215;1.2396;3.7585
2014-11-15-06;11.3519;1.1776;3.6532
2014-11-15-07;10.8149;1.1178;3.5926
2014-11-15-08;10.6127;1.0684;3.5312
2014-11-15-09;10.8721;1.0508;3.4719
2014-11-15-10;11.1573;1.0659;3.4589
2014-11-15-11;11.3623;1.1006;3.4948
2014-11-15-12;10.8041;1.1172;3.5791
2014-11-15-13;10.2498;1.1099;3.6456
2014-11-15-14;10.1194;1.0973;3.6574
2014-11-15-15;10.3143;1.0968;3.6393
2014-11-15-16;10.3550;1.1069;3.6469
2014-11-15-17;10.8153;1.1323;3.6473
2014-11-15-18;11.0203;1.1601;3.6614
2014-11-15-19;10.9302;1.1706;3.6841
2014-11-15-20;10.5207;1.1538;3.7003
2014-11-15-21;9.6705;1.1042;3.7019
2014-11-15-22;8.6074;1.0295;3.6962
2014-11-15-23;8.0895;0.9527;3.6387
2014-11-16-00;8.0569;0.8894;3.5251
2014-11-16-01;8.7082;0.8554;3.3696
2014-11-16-02;9.0206;0.8446;3.2776
2014-11-16-03;8.6196;0.8270;3.2382
2014-11-16-04;8.6492;0.8140;3.2133
2014-11-16-05;8.9336;0.8208;3.2170
2014-11-16-06;9.5560;0.8616;3.2337
2014-11-16-07;10.0110;0.9273;3.3073
2014-11-16-08;11.1446;1.0386;3.4071
2014-11-16-09;11.8829;1.1874;3.6142
2014-11-16-10;13.3231;1.3948;3.8401
2014-11-16-11;14.6603;1.6658;4.1127
2014-11-16-12;15.6924;1.9672;4.4462
2014-11-16-13;16.2907;2.2648;4.7924
2014-11-16-14;16.7694;2.5145;5.0680
2014-11-16-15;16.7578;2.6701;5.2907
2014-11-16-16;15.6974;2.6815;5.4188
2014-11-16-17;14.1938;2.5897;5.5278
2014-11-16-18;12.9805;2.4798;5.6098
2014-11-16-19;12.1611;2.3837;5.6699
2014-11-16-20;11.6311;2.2859;5.6698
2014-11-16-21;11.3661;2.1814;5.5828
2014-11-16-22;10.9227;2.0648;5.4798
2014-11-16-23;10.2643;1.9363;5.3953
2014-11-17-00;10.5942;1.8199;5.1681
2014-11-17-01;11.4969;1.7466;4.7163
2014-11-17-02;12.2712;1.7165;4.4005
2014-11-17-03;12.2094;1.6800;4.3330
2014-11-17-04;11.2102;1.5930;4.3745
2014-11-17-05;10.7045;1.4847;4.3253
2014-11-17-06;11.3031;1.4311;4.0984
2014-11-17-07;11.5502;1.4180;3.9816
2014-11-17-08;11.7745;1.4174;3.9353
2014-11-17-09;11.7589;1.4156;3.9277
2014-11-17-10;11.7349;1.4087;3.9660
2014-11-17-11;11.5957;1.3946;3.9694
2014-11-17-12;10.9882;1.3542;3.9884
2014-11-17-13;10.7306;1.3116;3.9711
2014-11-17-14;10.9090;1.2918;3.8741
2014-11-17-15;11.2129;1.2920;3.8123
2014-11-17-16;11.1253;1.2890;3.8045
2014-11-17-17;10.7640;1.2685;3.8225
2014-11-17-18;10.9738;1.2561;3.7917
2014-11-17-19;11.4909;1.2687;3.7388
2014-11-17-20;11.5971;1.2819;3.7681
2014-11-17-21;11.3311;1.2756;3.7986
2014-11-17-22;11.0064;1.2551;3.8175
2014-11-17-23;10.8478;1.2347;3.8140
2014-11-18-00;10.9796;1.2247;3.7867
2014-11-18-01;11.4173;1.2332;3.7442
2014-11-18-02;11.4637;1.2381;3.7305
2014-11-18-03;10.9046;1.2080;3.7389
2014-11-18-04;10.2836;1.1507;3.7216
2014-11-18-05;10.2638;1.1031;3.6555
2014-11-18-06;10.0616;1.0665;3.6002
2014-11-18-07;10.1169;1.0398;3.5446
2014-11-18-08;10.4055;1.0353;3.4940
2014-11-18-09;10.2470;1.0342;3.4893
2014-11-18-10;10.3054;1.0387;3.4923
2014-11-18-11;9.6728;1.0297;3.5319
2014-11-18-12;9.8064;1.0276;3.5414
2014-11-18-13;10.2258;1.0567;3.5598
2014-11-18-14;10.5427;1.1139;3.6516
2014-11-18-15;12.2203;1.2619;3.7471
2014-11-18-16;13.8732;1.4870;3.9510
2014-11-18-17;14.3181;1.6775;4.1689
2014-11-18-18;14.0204;1.7654;4.3684
2014-11-18-19;13.5675;1.7908;4.4770
2014-11-18-20;13.5667;1.7947;4.4967
2014-11-18-21;13.4431;1.7882;4.4930
2014-11-18-22;13.3011;1.7698;4.4825
2014-11-18-23;12.7836;1.7222;4.4672
2014-11-19-00;12.2181;1.6566;4.4390
2014-11-19-01;11.6676;1.5894;4.3887
2014-11-19-02;11.0062;1.5167;4.3519
2014-11-19-03;10.2839;1.4379;4.3165
2014-11-19-04;10.0973;1.3712;4.2539
2014-11-19-05;10.2553;1.3312;4.1614
2014-11-19-06;10.9190;1.3323;4.0790
2014-11-19-07;11.4453;1.3657;4.0639
2014-11-19-08;11.4978;1.3932;4.0557
2014-11-19-09;11.1180;1.3793;4.0678
2014-11-19-10;10.1943;1.3133;4.0595
2014-11-19-11;9.1800;1.2139;4.0090
2014-11-19-12;8.5563;1.1085;3.9135
2014-11-19-13;8.2068;1.0135;3.7834
2014-11-19-14;7.7269;0.9304;3.6613
2014-11-19-15;7.7517;0.8661;3.5274
2014-11-19-16;8.1745;0.8268;3.3782
2014-11-19-17;8.6792;0.8115;3.2504
2014-11-19-18;8.7450;0.8030;3.1705
2014-11-19-19;8.2598;0.7774;3.1513
2014-11-19-20;7.6068;0.7349;3.1375
2014-11-19-21;6.9573;0.6863;3.1035
2014-11-19-22;6.4490;0.6398;3.0621
2014-11-19-23;5.8704;0.5966;3.0406
2014-11-20-00;5.3870;0.5591;3.0168
2014-11-20-01;5.1949;0.5297;2.9892
2014-11-20-02;5.1252;0.5093;2.9538
2014-11-20-03;5.3595;0.4990;2.8868
2014-11-20-04;5.4510;0.4958;2.8327
2014-11-20-05;5.3951;0.4949;2.8193
2014-11-20-06;5.4724;0.4958;2.8073
2014-11-20-07;5.4542;0.4974;2.8059
2014-11-20-08;5.3519;0.4977;2.8212
2014-11-20-09;5.4681;0.4992;2.8116
2014-11-20-10;5.3993;0.5004;2.8107
2014-11-20-11;4.9898;0.4959;2.8608
2014-11-20-12;4.6925;0.4868;2.9161
2014-11-20-13;4.5645;0.4767;2.9433
2014-11-20-14;4.5682;0.4672;2.9373
2014-11-20-15;4.6801;0.4593;2.8976
2014-11-20-16;4.6979;0.4526;2.8545
2014-11-20-17;4.7011;0.4467;2.8193
2014-11-20-18;4.8129;0.4432;2.7722
2014-11-20-19;5.0532;0.4435;2.7090
2014-11-20-20;5.2941;0.4476;2.6518
2014-11-20-21;5.6038;0.4554;2.6020
2014-11-20-22;5.9069;0.4661;2.5662
2014-11-20-23;6.1144;0.4764;2.5509
2014-11-21-00;6.4066;0.4881;2.5362
2014-11-21-01;6.5057;0.4992;2.5464
2014-11-21-02;6.3698;0.5033;2.5795
2014-11-21-03;6.4267;0.5031;2.5951
2014-11-21-04;6.5240;0.5014;2.5696
2014-11-21-05;6.6590;0.4983;2.5363
2014-11-21-06;6.8650;0.4965;2.5105
2014-11-21-07;6.9445;0.4947;2.4850
2014-11-21-08;7.0526;0.4927;2.4619
2014-11-21-09;7.1654;0.4923;2.4431
2014-11-21-10;7.1528;0.4904;2.4336
2014-11-21-11;7.1521;0.4868;2.4222
2014-11-21-12;7.1676;0.4841;2.4096
2014-11-21-13;7.5192;0.4912;2.3898
2014-11-21-14;8.0268;0.5115;2.4017
2014-11-21-15;8.7762;0.5537;2.4382
2014-11-21-16;8.9401;0.5940;2.5348
2014-11-21-17;9.2927;0.6297;2.6072
2014-11-21-18;10.3993;0.6913;2.6395
2014-11-21-19;11.6503;0.7892;2.7532
2014-11-21-20;12.5585;0.9100;2.8960
2014-11-21-21;13.0577;1.0105;3.0743
2014-11-21-22;13.6331;1.1059;3.2165
2014-11-21-23;14.3608;1.2046;3.3275
2014-11-22-00;15.1257;1.3261;3.4389
2014-11-22-01;15.4051;1.4130;3.5815
2014-11-22-02;15.7883;1.4863;3.6635
2014-11-22-03;15.9575;1.5504;3.7333
2014-11-22-04;16.4739;1.6208;3.7779
2014-11-22-05;17.2318;1.7143;3.8633
2014-11-22-06;17.8068;1.8192;3.9524
2014-11-22-07;18.0142;1.9074;4.0458
2014-11-22-08;18.1423;1.9750;4.1174
2014-11-22-09;17.9280;2.0085;4.1785
2014-11-22-10;17.7307;2.0158;4.2126
2014-11-22-11;17.4252;1.9919;4.2174
2014-11-22-12;16.5206;1.9094;4.2069
2014-11-22-13;15.1497;1.7672;4.1680
2014-11-22-14;14.0735;1.6143;4.0577
2014-11-22-15;13.5752;1.4853;3.9325
2014-11-22-16;13.2785;1.3883;3.7893
2014-11-22-17;12.2689;1.2836;3.7024
2014-11-22-18;11.5963;1.1793;3.6094
2014-11-22-19;10.9248;1.0823;3.5066
2014-11-22-20;10.3666;0.9955;3.3846
2014-11-22-21;10.1153;0.9268;3.2733
2014-11-22-22;9.9228;0.8756;3.1759
2014-11-22-23;9.7851;0.8373;3.0921
2014-11-23-00;9.7016;0.8090;3.0372
2014-11-23-01;9.5120;0.7855;3.0020
2014-11-23-02;9.0676;0.7567;2.9828
2014-11-23-03;8.5500;0.7200;2.9571
2014-11-23-04;8.4886;0.6884;2.8898
2014-11-23-05;8.4267;0.6613;2.8213
2014-11-23-06;8.6049;0.6406;2.7437
2014-11-23-07;8.5471;0.6241;2.6713
2014-11-23-08;9.0544;0.6255;2.6246
2014-11-23-09;9.2005;0.6323;2.6238
2014-11-23-10;9.4492;0.6433;2.6263
2014-11-23-11;9.9374;0.6704;2.6457
2014-11-23-12;10.2460;0.7027;2.6861
2014-11-23-13;10.2128;0.7230;2.7612
2014-11-23-14;9.9970;0.7278;2.7960
2014-11-23-15;9.2673;0.7062;2.8165
2014-11-23-16;9.5620;0.6943;2.7766
2014-11-23-17;9.6039;0.6913;2.7579
2014-11-23-18;7.9697;0.6420;2.7725
2014-11-23-19;5.8443;0.5632;2.7847
2014-11-23-20;7.5131;0.5027;2.7350
2014-11-23-21;12.5246;0.7336;2.6818
2014-11-23-22;16.0255;1.4526;3.5455
2014-11-23-23;17.0593;1.9593;4.2221
2014-11-24-00;16.1314;2.1353;4.5852
2014-11-24-01;15.4345;2.1376;4.7613
2014-11-24-02;14.2189;2.0479;4.8086
2014-11-24-03;12.3344;1.8505;4.7547
2014-11-24-04;12.7260;1.6990;4.5367
2014-11-24-05;12.8826;1.6314;4.3534
2014-11-24-06;12.3457;1.5804;4.2931
2014-11-24-07;11.7667;1.5266;4.2794
2014-11-24-08;11.7337;1.4981;4.2547
2014-11-24-09;12.2998;1.5310;4.2499
2014-11-24-10;12.4796;1.6076;4.3696
2014-11-24-11;12.4854;1.6890;4.5044
2014-11-24-12;12.3654;1.7384;4.6145
2014-11-24-13;11.9226;1.7518;4.7115
2014-11-24-14;10.9153;1.7313;4.8238
2014-11-24-15;9.7402;1.6993;4.9577
2014-11-24-16;9.5164;1.6816;5.0563
2014-11-24-17;9.7772;1.6842;5.0815
2014-11-24-18;9.9631;1.6982;5.0800
2014-11-24-19;9.9940;1.7161;5.0921
2014-11-24-20;8.9529;1.7173;5.2080
2014-11-24-21;7.7824;1.6994;5.4171
2014-11-24-22;6.3315;1.6710;5.6992
2014-11-24-23;4.2622;1.6371;5.9744
2014-11-25-00;3.4405;1.6010;6.1187
2014-11-25-01;5.0385;1.5603;6.1709
2014-11-25-02;6.7337;1.5153;6.1133
2014-11-25-03;7.2886;1.4713;5.7629
2014-11-25-04;6.7699;1.4226;5.4509
2014-11-25-05;5.6469;1.3608;5.4713
2014-11-25-06;4.3329;1.2950;5.6198
2014-11-25-07;3.2018;1.2344;5.6814
2014-11-25-08;2.2568;1.1800;5.6676
2014-11-25-09;1.9433;1.1302;5.6186
2014-11-25-10;2.4752;1.0840;5.5559
2014-11-25-11;3.2364;1.0409;5.4866
2014-11-25-12;3.8470;1.0012;5.4107
2014-11-25-13;4.2891;0.9655;5.2781
2014-11-25-14;4.7299;0.9356;4.9928
2014-11-25-15;5.1101;0.9131;4.5929
2014-11-25-16;5.4966;0.8965;4.3064
2014-11-25-17;5.9280;0.8840;4.0852
2014-11-25-18;6.2185;0.8720;3.9199
2014-11-25-19;6.5543;0.8588;3.7659
2014-11-25-20;7.0855;0.8485;3.5855
2014-11-25-21;7.8028;0.8474;3.4090
2014-11-25-22;8.6405;0.8606;3.2539
2014-11-25-23;9.5303;0.8905;3.1691
2014-11-26-00;10.4446;0.9390;3.1674
2014-11-26-01;11.2779;1.0021;3.2199
2014-11-26-02;11.9446;1.0709;3.3019
2014-11-26-03;12.4694;1.1428;3.3785
2014-11-26-04;12.9587;1.2099;3.4696
2014-11-26-05;13.5548;1.2853;3.5458
2014-11-26-06;14.2393;1.3749;3.6097
2014-11-26-07;14.9696;1.4634;3.7060
2014-11-26-08;15.7575;1.5700;3.7867
2014-11-26-09;16.5823;1.6949;3.8664
2014-11-26-10;17.1476;1.8052;3.9988
2014-11-26-11;17.0762;1.8762;4.1027
2014-11-26-12;16.7352;1.8984;4.1681
2014-11-26-13;16.5305;1.8986;4.1953
2014-11-26-14;16.5111;1.9027;4.2060
2014-11-26-15;16.9770;1.9428;4.2088
2014-11-26-16;17.6262;2.0240;4.2599
2014-11-26-17;18.2233;2.1226;4.3304
2014-11-26-18;18.6377;2.2180;4.4006
2014-11-26-19;18.9441;2.2922;4.4592
2014-11-26-20;19.2398;2.3512;4.4979
2014-11-26-21;19.4567;2.3969;4.5262
2014-11-26-22;19.6228;2.4322;4.5479
2014-11-26-23;19.6461;2.4557;4.5706
2014-11-27-00;19.3740;2.4503;4.5926
2014-11-27-01;18.9744;2.4129;4.5955
2014-11-27-02;18.6997;2.3658;4.5755
2014-11-27-03;18.5132;2.3259;4.5509
2014-11-27-04;18.3760;2.2974;4.5317
2014-11-27-05;18.1798;2.2736;4.5236
2014-11-27-06;17.9165;2.2467;4.5205
2014-11-27-07;17.6257;2.2142;4.5152
2014-11-27-08;17.1799;2.1649;4.5055
2014-11-27-09;16.6670;2.0961;4.4815
2014-11-27-10;16.2342;2.0198;4.4362
2014-11-27-11;15.8402;1.9435;4.3566
2014-11-27-12;15.7624;1.8843;4.2829
2014-11-27-13;15.9642;1.8613;4.2264
2014-11-27-14;15.9861;1.8537;4.2029
2014-11-27-15;15.8576;1.8411;4.1977
2014-11-27-16;15.6715;1.8270;4.2012
2014-11-27-17;15.7908;1.8292;4.1974
2014-11-27-18;16.3196;1.8704;4.1924
2014-11-27-19;16.7200;1.9371;4.2264
2014-11-27-20;16.8601;1.9936;4.3162
2014-11-27-21;16.7625;2.0295;4.3782
2014-11-27-22;16.4129;2.0343;4.4239
2014-11-27-23;16.1564;2.0181;4.4408
2014-11-28-00;15.9673;1.9946;4.4392
2014-11-28-01;15.9665;1.9814;4.4280
2014-11-28-02;16.0052;1.9844;4.4267
2014-11-28-03;15.9730;1.9927;4.4411
2014-11-28-04;16.0278;2.0046;4.4542
2014-11-28-05;16.1131;2.0229;4.4671
2014-11-28-06;16.1415;2.0431;4.4872
2014-11-28-07;16.1367;2.0611;4.5100
2014-11-28-08;16.2183;2.0791;4.5245
2014-11-28-09;16.3458;2.1036;4.5386
2014-11-28-10;16.2329;2.1196;4.5661
2014-11-28-11;16.1387;2.1229;4.5844
2014-11-28-12;16.0997;2.1231;4.5948
2014-11-28-13;16.0803;2.1178;4.5959
2014-11-28-14;16.1422;2.1021;4.5710
2014-11-28-15;16.2779;2.0875;4.5334
2014-11-28-16;16.6796;2.1063;4.5079
2014-11-28-17;16.9563;2.1511;4.5210
2014-11-28-18;17.0461;2.1929;4.5577
2014-11-28-19;17.1359;2.2246;4.5879
2014-11-28-20;17.0495;2.2334;4.6079
